,,,,FORMATO DE REQUISICION,,,,,
804,12,0,0,14/09/2016,ATOMOXETINA 18MG C/14 CAP.,,,0,0
1724,12,0,0,14/09/2016,OXCARBAZEPINA 600MG C/20 GRAGEAS,,,0,0
1793,12,0,0,14/09/2016,BIMATOPROST + TIMOLOL 0.03%/0.05% SOL. OFT. C/3ML,,,0,0
2770,12,0,0,14/09/2016,"ACIDO ASCORBICO + VITAMINA A + ERGOCALCIFERO VIT. A,C,D SOL. GOTAS C/15ML",,,0,0
2990,15,0,0,14/09/2016,LACOSAMIDA 100MG C/28 TAB.,,,0,0
4,11,0,0,14/09/2016,VERALIPRIDA 100MG C/20 CAP.,,,0,0
8,11,0,0,14/09/2016,NIFEDIPINO 20MG LIB. PROL. C/28 COMP.,,,0,0
433,11,0,0,14/09/2016,ISOCONAZOL TUBO CREMA C/40GR Y 7 APLICADORES,,,0,0
1011,11,0,0,14/09/2016,DOMPERIDONA SUSP. C/60ML,,,0,0
1730,11,0,0,14/09/2016,HIDROSMINA 200MG C/20 CAP.,,,0,0
2738,11,0,0,14/09/2016,SALMETEROL + FLUTICASONA 50MCG/500MG FCO. C/60 DOSIS,,,0,0
2878,11,0,0,14/09/2016,BROMURO DE TIOTROPIO C/30 CAP. + DISPOSITIVO DOSIFICADOR,,,0,0
15,11,0,0,14/09/2016,IMIQUIMOD SOBRES 250MG AL 5% C/12 SOBRES,,,0,0
238,11,0,0,14/09/2016,CLINDAMICINA 300MG C/2ML AMP.,,,0,0
258,11,0,0,14/09/2016,PIPERIDOLATO 100MG C/30 GRAGEAS,,,0,0
434,11,0,0,14/09/2016,ISOCONAZOL 600MG C/1 OVULO,,,0,0
1112,11,0,0,14/09/2016,HIALUNARATO DE SODIO 4.0MG D.U. C/20 ENVASES DE 0.5ML,,,0,0
1180,11,0,0,14/09/2016,OLANZAPINA + FLUOXETINA 6/25MG C/14 CAP.,,,0,0
2632,11,0,0,14/09/2016,CITICOLINA 500MG C/10 COMP.,,,0,0
2772,11,0,0,14/09/2016,ACIDO ASCORBICO + VITAMINA + VITAMINA C 1GR C/10 TAB.,,,0,0
237,10,0,0,14/09/2016,CINARIZINA 75MG ENV. C/60 TAB.,,,0,0
633,10,0,0,14/09/2016,NORFLOXACINO 400MG C/20 GRAGEAS,,,0,0
666,10,0,0,14/09/2016,OLOPATADINA 0.2% SOL. OFT. C/2.5ML,,,0,0
689,10,0,0,14/09/2016,PREDNISONA 50MG C/20 TAB.,,,0,0
740,10,0,0,14/09/2016,MIRTAZAPINA 30MG C/12 TAB. DISP.,,,0,0
793,10,0,0,14/09/2016,YODOPUVIDONA BUCOFARINGEO SOL. FCO. C/120ML ,,,0,0
880,10,0,0,14/09/2016,MOXIFLOXACINO 0.5% SOL. OFT. FCO C/5ML,,,0,0
1506,10,0,0,14/09/2016,DEXAMETASONA + FENILEFRINA SOL. OFT. FCO. C/10ML,,,0,0
1795,10,0,0,14/09/2016,LIOFILIZADO ESTANDARIZADO DE LISADOS BACTERIANOS CAPSULAS ADULTOS 7MG C/10 CAP.,,,0,0
2624,10,0,0,14/09/2016,NAN SIN LACTOSA FORMULA LACTEA EXCENTA DE LACTOSA LATA PVP. C/400GR,,,0,0
2976,10,0,0,14/09/2016,PROPRANOLOL 20MG C/24 TAB.,,,0,0
46,10,0,0,14/09/2016,BRINZOLAMIDA 1% SUSP. OFT. FCO. C/5ML,,,0,0
275,10,0,0,14/09/2016,VERAPAMILO 180MG C/15 TAB.,,,0,0
764,10,0,0,14/09/2016,CLORMADINONA + MESTRANOL 2MG/80MCG C/21 TAB.,,,0,0
1488,10,0,0,14/09/2016,CEFUROXIMA 500MG C/10 TAB.,,,0,0
1733,10,0,0,14/09/2016,SUPLEMENTO DE AMINOACIDOS Y CALORIAS POLVO SOBRE C/110GR,,,0,0
2072,10,0,0,14/09/2016,NEPAFENACO 1.0MG SOL. OFT. GOTAS C/5ML,,,0,0
2841,10,0,0,14/09/2016,MECLIZINA + PIRIDOXINA + LIDOCAINA C/1 AMP.,,,0,0
2882,10,0,0,14/09/2016,TESTOSTERONA 250MG/1ML C/1 AMP.,,,0,0
707,9,0,0,14/09/2016,"BENCILPENICILINA SODICA 1,000,000 UI + 1 FCO. C/2ML AMP. DIL.",,,0,0
824,9,0,0,14/09/2016,TOLNAFTATO 1% SOL. FCO C/20ML,,,0,0
879,9,0,0,14/09/2016,ACIDO POLIACRILICO GEL OFTALMICO TUBO C/10GR,,,0,0
1042,9,0,0,14/09/2016,REPAGLINIDA 2MG C/30 COMP.,,,0,0
1248,9,0,0,14/09/2016,OXIMETAZOLINA + HIALURONATO DE SODIO OFTENO 1MG/0.125GR/0.5ML C/20 AMP.,,,0,0
1587,9,0,0,14/09/2016,BROMHIDRATO DE GALANTAMINA 8MG C/14 CAP.,,,0,0
2859,9,0,0,14/09/2016,DINITRATO DE ISOSORBIDA 5MG C/20 TAB.,,,0,0
85,9,0,0,14/09/2016,DICLOXACILINA 250MG C/20 CAP.,,,0,0
854,10,0,0,14/09/2016,EMTRICITABINA + TENOFOVIR DISOPROXIL FUMARATO C/30 TAB.,,,0,0
1567,9,0,0,14/09/2016,VERAPAMILO + TRANDOLAPRIL 180MG/2MG LIB. PROL. C/15 TAB.,,,0,0
2676,9,0,0,14/09/2016,DEXAMETASONA + TOBRAMICINA UNGUENTO OFT. TUBO C/3.5GR,,,0,0
2818,9,0,0,14/09/2016,DILTIAZEM 180MG LIB. PROL. C/12 TAB.,,,0,0
2846,9,0,0,14/09/2016,"NISTATINA 2,400,000UI SUSP. FCO. C/24ML",,,0,0
99,8,0,0,14/09/2016,AMPICILINA 1GR I.M. C/1 AMP.,,,0,0
243,8,0,0,14/09/2016,CARBONATO DE LITIO 300MG C/50 TAB.,,,0,0
264,8,0,0,14/09/2016,ACIDO VALPROICO 250MG C/30 CAP.,,,0,0
360,8,0,0,14/09/2016,FLUTICASONA 250MCG FCO. PRESURIZADO C/60 DOSIS,,,0,0
682,8,0,0,14/09/2016,ESTRADIOL + NORGESTREL 2MG/0.5MG C/21 GRAGEAS (11 BLANCAS Y 10 COLOR),,,0,0
1069,8,0,0,14/09/2016,FLUTICASONA 0.5MG/2ML C/10 AMP.,,,0,0
1453,8,0,0,14/09/2016,METRONIDAZOL 5GR SUSP. C/120ML,,,0,0
1555,8,0,0,14/09/2016,MEDROXIPROGESTERONA 10MG C/10 TAB.,,,0,0
1782,8,0,0,14/09/2016,BUDESONIDA + FORMOTEROL 80MG/4.5MCG SPRAY,,,0,0
2980,13,0,0,14/09/2016,BACLOFENO 10MG C/100 TAB.,,,0,0
3013,8,0,0,14/09/2016,COLISTIMETATO DE SODIO 150MG FCO. AMP.,,,0,0
388,8,0,0,14/09/2016,PREDNISOLONA 100MG SOL. FCO. C/100ML,,,0,0
425,8,0,0,14/09/2016,HIERRO DEXTRAN 100MG/2ML SOL. INY. C/3 AMP.,,,0,0
445,8,0,0,14/09/2016,EPLERENONA 25MG C/30 TAB.,,,0,0
484,8,0,0,14/09/2016,FUROSEMIDA 20MG C/36 TAB.,,,0,0
614,8,0,0,14/09/2016,OXIBUTININA 100MG/100ML FCO C/120ML,,,0,0
837,8,0,0,14/09/2016,TERAZOSINA 2MG ENV. C/20 TAB.,,,0,0
2868,8,0,0,14/09/2016,SUBSALICILATO DE BISMUTO SUSP. FCO C/120ML,,,0,0
2949,8,0,0,14/09/2016,CINOSTAZOL 100MG C/30 TAB.,,,0,0
2963,8,0,0,14/09/2016,ERDOSTEINA SOL. C/90ML,,,0,0
2965,8,0,0,14/09/2016,FLEET FOSFOSODA SOL. ORAL C/45ML,,,0,0
50,7,0,0,14/09/2016,ARIPIPRAZOL 15MG C/10 TAB.,,,0,0
259,7,0,0,14/09/2016,MICONAZOL 2% TUBO GEL ORAL C/78GR,,,0,0
451,7,0,0,14/09/2016,MALEATO DE TIMOLOL SOL. OFT. 5% C/15ML,,,0,0
511,7,0,0,14/09/2016,ACETONIDO DE FLUOCINOLONA TUBO C/30GR,,,0,0
574,7,0,0,14/09/2016,CLORHIDRATO AMITRIPTILINA + DIAZEPAM + PERFENACINA 10MG/3MG/2MG C/30 TAB.,,,0,0
681,7,0,0,14/09/2016,TRIBENOSIDO + LIDOCAINA 400MG C/5 SUP.,,,0,0
1060,15,0,0,14/09/2016,LINEZOLID 600MG C/10 TAB.,,,0,0
1424,7,0,0,14/09/2016,ACICLOVIR COMPRIMIDOS 200MG C/25 COMP.,,,0,0
1437,8,0,0,14/09/2016,HIPROMELOSA SOL. OFT GOTAS C/15ML,,,0,0
1526,7,0,0,14/09/2016,MESALAZINA 1GR C/30 SOBRES GRANULADOS,,,0,0
2393,7,0,0,14/09/2016,RIMANTADINA 100MG C/14 CAP.,,,0,0
2735,7,0,0,14/09/2016,LEVOCETIRIZINA SOL. INFANTIL C/150ML,,,0,0
2739,7,0,0,14/09/2016,FORMULA LACTEA DE TERMINO DE 0 A 6 (ETAPA 1) LATA C/350GR,,,0,0
2758,7,0,0,14/09/2016,BUPRENORFINA 30MG C/4 PARCHES (II),,,0,0
2816,7,0,0,14/09/2016,DIGOXINA 0.25MG C/60 TAB.,,,0,0
2899,10,0,0,14/09/2016,DESVENLAFAXINA 100ML C/28 COMP.,,,0,0
3023,18,0,0,14/09/2016,LINACLOTIDE .29MG C/30 CAP.,,,0,0
115,7,0,0,14/09/2016,PEROXIDO DE BENZOILO 10% TUBO GEL C/60GR,,,0,0
228,7,0,0,14/09/2016,CLORHIDRATO DE METILFENIDATO 36MG C/30TAB. (II),,,0,0
378,7,0,0,14/09/2016,FOSFATO MONOSODICO 12GR + CIDRATO DE SODI ENEMA EVACUANTE C/133ML,,,0,0
580,7,0,0,14/09/2016,DECANOATO DE FLUPENTIXOL 20MG C/1 AMP. DE 2ML (III),,,0,0
587,7,0,0,14/09/2016,PERFENAZINA 4MG C/30 TAB.,,,0,0
807,7,0,0,14/09/2016,ATOMOXETINA 40MG C/14 CAP.,,,0,0
916,7,0,0,14/09/2016,OLANZAPINA 10MG C/14 TAB. DISPERSABLES,,,0,0
1099,7,0,0,14/09/2016,PREDNISOLONA 3.0MG/ML SOL. PED. C/120ML,,,0,0
2023,7,0,0,14/09/2016,LEVETIRACETAM SOL. 100MG C/150ML,,,0,0
2139,7,0,0,14/09/2016,RISPERIDONA 1MG/ML SOL. FCO. C/60ML,,,0,0
2639,7,0,0,14/09/2016,"INSULINA HUMANA RAPIDA 1,000UI FCO. C/10ML",,,0,0
2791,7,0,0,14/09/2016,CLIOQUINOL TUBO CREMA 30GR,,,0,0
2831,7,0,0,14/09/2016,TEOFILINA 100MG C/20 CAP.,,,0,0
3017,30,0,0,14/09/2016,GLICOPIRRONIO + INDACATEROL C/30 CAP. INHALACION,,,0,0
2,6,0,0,14/09/2016,NORFENILEFRINA SOL. GOTAS FCO. C/24ML,,,0,0
196,6,0,0,14/09/2016,WARFARINA SODICA 5MG C/30 TAB.,,,0,0
516,6,0,0,14/09/2016,FLUVOXAMINA 100MG C/15 GRAGEAS,,,0,0
553,6,0,0,14/09/2016,SECNIDAZOL 500MG C/8 COMP.,,,0,0
598,6,0,0,14/09/2016,DIAZEPAM 10MG C/20 COMP. (II),,,0,0
691,6,0,0,14/09/2016,CISAPRIDA FCO C/60ML,,,0,0
759,6,0,0,14/09/2016,SALBUTAMOL 40MG/100ML JARABE FCO. C/60ML,,,0,0
1481,6,0,0,14/09/2016,PARECOXIB SODICO 40MG/2ML INY. C/2 AMP.,,,0,0
2019,6,0,0,14/09/2016,ALTHERA POLVO LATA C/450GR,,,0,0
2230,6,0,0,14/09/2016,DROPROPIZINA JARABE C/120ML,,,0,0
2454,6,0,0,14/09/2016,NEOCATE POLVO C/400GR,,,0,0
2600,6,0,0,14/09/2016,MEBENDAZOL 100MG C/6 TAB.,,,0,0
3001,13,0,0,14/09/2016,SOMATROPINA 15MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,,,0,0
26,3,0,0,14/09/2016,"PENICILINA CLEMIZOL + BENCILPENICILINA SODICA 1,000,000UI + 1 AMP. DE DILUYENTE",,,0,0
171,3,0,0,14/09/2016,BETAMETASONA PEDIATRICA  50MG GOTAS FCO. C/60ML,,,0,0
583,3,0,0,14/09/2016,HALOPERIDOL 2MG SOL. FCO. C/15ML,,,0,0
784,3,0,0,14/09/2016,PREDNISOLONA 10MG SUSP. OFT. C/5ML,,,0,0
790,3,0,0,14/09/2016,GLIBENCLAMIDA + METFORMINA 5MG/1000MG C/40 TAB.,,,0,0
1571,8,0,0,14/09/2016,EFAVIRENZ 600MG C/30 COMP.,,,0,0
1904,3,0,0,14/09/2016,MICONAZOL 400MG C/3 OVULOS,,,0,0
2614,3,0,0,14/09/2016,MODAFINILO 200MG C/14 TAB.,,,0,0
2674,3,0,0,14/09/2016,CLORANFENICOL TUBO OFT. C/5GR,,,0,0
2730,3,0,0,14/09/2016,CICLOPIROX CREMA CUTANEA 20GR,,,0,0
2833,3,0,0,14/09/2016,FENITOINA SODICA SUSP. C/237ML,,,0,0
2855,3,0,0,14/09/2016,ESTROGENOS CONJUGADOS 0.625MG C/42 TAB.,,,0,0
2978,3,0,0,14/09/2016,ROTIGOTINA 6MG C/14 PARCHES,,,0,0
3031,3,0,0,14/09/2016,ACIDO SALICILICO + ACIDO LACTICO + SOL. 26%/15% FCO. C/15ML,,,0,0
68,5,0,0,14/09/2016,"INTERFERON BETA-1a 30MCG (6,000,000 UI) C/1 JER. PRELLENADA",,,0,0
103,3,0,0,14/09/2016,DILTIAZEM 240MG C/10 TAB.,,,0,0
119,3,0,0,14/09/2016,BETAMETASONA LOCION FCO. SUSP. C/100ML,,,0,0
260,3,0,0,14/09/2016,CLINDAMICINA 75MG/5ML FCO. GRANULADO PARA 100ML,,,0,0
1284,3,0,0,14/09/2016,LANSOPRAZOL + CLARITROMICINA + AMOXICILINA 30/500/500MG C/7 BLISTER (2/2/4 CAP.),,,0,0
2560,3,0,0,14/09/2016,TRAVOPROST + TIMOLOL .04MG/1.0ML FCO.GOTERO C/2.5ML,,,0,0
2832,3,0,0,14/09/2016,TETRACICLINA 250MG C/16 CAP.,,,0,0
2870,3,0,0,14/09/2016,BICALUTAMIDA 50MG C/28 TAB.,,,0,0
2904,3,0,0,14/09/2016,BUDESONIDA 3MG C/50 CAP.,,,0,0
2985,5,0,0,14/09/2016,DARBEPOETINA ALFA 500MCG JER. PRELLENADA,,,0,0
175,2,0,0,14/09/2016,ACIDO ASCORBICO 500MG C/100 TAB.,,,0,0
185,2,0,0,14/09/2016,COLCHICINA 1MG C/20 TAB.,,,0,0
189,3,0,0,14/09/2016,COMPLEJO B SOL. INY. FCO. C/10ML,,,0,0
293,2,0,0,14/09/2016,ONDANSETRON 8MG SOL. INY. C/3 AMP. DE 4ML,,,0,0
426,3,0,0,14/09/2016,ALFAMETILDOPA 250MG C/30 TAB.,,,0,0
726,3,0,0,14/09/2016,ACIDO ACEXAMICO 5GR/100GR UNGUENTO TUBO C/40GR,,,0,0
736,4,0,0,14/09/2016,INFLIXIMAB F.A. 100MG C/20ML,,,0,0
788,3,0,0,14/09/2016,AMISULPRIDA 400MG C/7 TAB. ,,,0,0
969,3,0,0,14/09/2016,MESALAZINA 1GR C/14 SUP.,,,0,0
1006,2,0,0,14/09/2016,DEXPANTENOL 5% TUBO GEL C/10GR,,,0,0
1034,3,0,0,14/09/2016,ATOMOXETINA 10MG C/14 CAP.,,,0,0
1091,2,0,0,14/09/2016,HIDROQUINONA SILICATO DE MAGNESIO 4% TUBO CREMA C/30GR,,,0,0
1421,2,0,0,14/09/2016,HALOPERIDOL 10MG C/20 TAB.,,,0,0
2251,3,0,0,14/09/2016,GLICERINA + POLISORBAPO 1%/80al1% SOL. OFT. C/20 ENVASES UNIDOSIS DE 0.4ML,,,0,0
2491,3,0,0,14/09/2016,FLUTICASONA 50MCG SPRAY C/120 DOSIS ,,,0,0
2810,2,0,0,14/09/2016,DANAZOL 100MG C/50 TAB.,,,0,0
2851,2,0,0,14/09/2016,DIPROPIONATO DE BETAMETASONA Y FOSFATO D 5MG/2MG JER. PRELLENADA DE 1ML,,,0,0
2960,4,0,0,14/09/2016,DICLOFENACO + CODEINA 50MG/50MG C/20 TAB.,,,0,0
2999,4,0,0,14/09/2016,SOMATROPINA 5MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,,,0,0
253,4,0,0,14/09/2016,METILFENIDATO 18MG C/30 TAB.,,,0,0
317,2,0,0,14/09/2016,HIDROQUINONA CREMA AL 4% TUBO C/30GR,,,0,0
538,2,0,0,14/09/2016,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,,,0,0
808,2,0,0,14/09/2016,TROPICAMIDA FENILEFRINA GOTAS. OFT. C/15ML,,,0,0
971,3,0,0,14/09/2016,PIRACETAM 800MG C/30 TAB.,,,0,0
1210,2,0,0,14/09/2016,LIDOCAINA + PRILOCAINA CREMA C/30GR.,,,0,0
1660,3,0,0,14/09/2016,MOMETASONA 1% SOL. FCO. C/30ML,,,0,0
1759,2,0,0,14/09/2016,LOPINAVIR + RITONAVIR 200MG/50MG C/120 TAB.,,,0,0
1930,3,0,0,14/09/2016,RANITIDINA 40MG FCO C/30ML,,,0,0
2242,2,0,0,14/09/2016,FOSFOMICINA 500MG C/12 CAP.,,,0,0
2564,2,0,0,14/09/2016,ERITROMICINA 250MG/5ML SUSP. C/100ML,,,0,0
2597,3,0,0,14/09/2016,NAFAZOLINA 5% SOL. OFT. GOTERO FCO. C/15ML ,,,0,0
2612,3,0,0,14/09/2016,METRONIDAZOL 500MG C/10 OVULOS,,,0,0
2671,2,0,0,14/09/2016,CLEBOPRIDA JBE. FCO. C/90ML,,,0,0
2759,2,0,0,14/09/2016,5 FLUOROURACILO CREMA DE 5% TUBO C/20GR,,,0,0
2821,5,0,0,14/09/2016,LEUPRORELINA 3.75MG C/1 AMP. DE 2ML,,,0,0
2970,2,0,0,14/09/2016,MESALAZINA 500MG C/10 SUP.,,,0,0
61,2,0,0,14/09/2016,AZELASTINA SOL. OFT. 0.05% FCO. C/5ML,,,0,0
147,3,0,0,14/09/2016,CARBAMAZEPINA SUSP. 2G/100ML,,,0,0
194,2,0,0,14/09/2016,MISOPROSTOL 200MCG C/28 TAB.,,,0,0
281,2,0,0,14/09/2016,LISURIDA 0.2MG C/28 TAB.,,,0,0
379,2,0,0,14/09/2016,FLUOROMETOLONA 1% SOL. OFT. FCO. C/5ML,,,0,0
493,2,0,0,14/09/2016,CLORMADINONA 2MG C/20 TAB.,,,0,0
579,3,0,0,14/09/2016,FENOBARBITAL 100MG C/40 TAB. (II),,,0,0
592,3,0,0,14/09/2016,CLORHIDRATO DE METILFENIDATO 10MG C/30 COMP. (III),,,0,0
860,2,0,0,14/09/2016,SERENOA REPENS 160MG C/40 CAP.,,,0,0
878,2,0,0,14/09/2016,TROMANTADINA TUBO GEL C/10GR,,,0,0
1627,2,0,0,14/09/2016,HIALUNORATO DE SODIO + SULFATO DE CODROINTIN SOL. OFT.,,,0,0
2781,2,0,0,14/09/2016,AMPICILINA 250MG SUSP. C/60ML,,,0,0
2785,10,0,0,14/09/2016,BROMOCRIPTINA 2.5MG C/14 TAB.,,,0,0
2869,3,0,0,14/09/2016,FILGRASTIM 300MCG C/1 JER. PRECARGADA DE 1ML,,,0,0
2925,5,0,0,14/09/2016,FINGOLIMOD 0.5MG C/28 CAP.,,,0,0
2936,3,0,0,14/09/2016,NILOTIMIB 200MG C/28 CAP.,,,0,0
3,2,0,0,14/09/2016,ACETAZOLAMIDA 250MG C/30 TAB.,,,0,0
254,2,0,0,14/09/2016,LISINA + MONOCLORHIDRATO POTASIO + CLORURO + BICARBONATO C/50 TAB. EFER.,,,0,0
368,2,0,0,14/09/2016,NITROFURAL POMADA TUBO C/85GR,,,0,0
415,2,0,0,14/09/2016,CLORURO DE SODIO 10% SOL OFT. FCO. 10ML,,,0,0
416,2,0,0,14/09/2016,CLORURO DE SODIO 5% SOL OFT. FCO. 10ML,,,0,0
581,3,0,0,14/09/2016,CLOBAZAM 10MG C/30 TAB.,,,0,0
743,3,0,0,14/09/2016,SIROLIMUS 1MG C/60 GRAGEAS,,,0,0
843,3,0,0,14/09/2016,ESTRADIOL + TRIMEGESTONA SECUENCIAL 1MG/.250MG C/28 GRAGEAS,,,0,0
873,2,0,0,14/09/2016,PINDOLOL 5MG C/20 COMP.,,,0,0
1193,3,0,0,14/09/2016,RITUXIMAB 500MG/50ML C/1,,,0,0
1482,3,0,0,14/09/2016,CEFALEXINA 125MG/5ML SUSP.,,,0,0
1508,3,0,0,14/09/2016,DICLOFENACO SODICO 1MG SOL. OFT. FCO. C/5ML,,,0,0
1536,2,0,0,14/09/2016,LEVAMISOL 50MG C/2 TAB.,,,0,0
2626,3,0,0,14/09/2016,MEBENDAZOL SUSP. FCO. C/30ML,,,0,0
2628,2,0,0,14/09/2016,METRONIDAZOL 2.5GR SUSP. C/120ML,,,0,0
2751,1,0,0,14/09/2016,OCTREOTIDA LAR 20MG I.M. AMP.,,,0,0
2777,3,0,0,14/09/2016,DEXAMETASONA 0.5MG C/30 TAB.,,,0,0
3011,2,0,0,14/09/2016,CICLOSPORINA 0.1% GOTAS OFT. C/5ML,,,0,0
12,1,0,0,14/09/2016,POLICRESULENO 0.09 GR C/6 OVULOS,,,0,0
41,1,0,0,14/09/2016,BROMURO DE IPRATROPIO 250MCG/ML SOL. NEBUL. FCO. C/20ML,,,0,0
224,1,0,0,14/09/2016,GLATIRAMER 20MG/ML SOL. INY. C/28 JER. PRELLENADA,,,0,0
266,2,0,0,14/09/2016,TESTOSTERONA + ESTRADIOL 100MG/5MG C/1 JER. PRELLENADA,,,0,0
413,1,0,0,14/09/2016,SULFONATO SODICO DE CARBAZOCROMO + VITAMINA K JARABE FCO C/200ML,,,0,0
417,1,0,0,14/09/2016,CLORURO DE SODIO 5% UNGUENTO OFT. TUBO 5GR,,,0,0
532,1,0,0,14/09/2016,BENZOATO DE ESTRADIOL + PROGESTERONA JER. 5MG/50MG C/1ML,,,0,0
584,1,0,0,14/09/2016,HALOPERIDOL 5MG C/20 TAB.,,,0,0
732,1,0,0,14/09/2016,RIFAMPICINA + ISONIASIDA 200MG/150MG C/24 CAP.,,,0,0
998,2,0,0,14/09/2016,CLORHIDRATO DE METILFENIDATO 30MG C/30 CAP. (II),,,0,0
1906,1,0,0,14/09/2016,ESTOLATO DE ERITROMICINA 125MG SUSP. PED. C/100ML,,,0,0
2756,1,0,0,14/09/2016,HIDRALAZINA 10MG C/20 TAB.,,,0,0
2839,2,0,0,14/09/2016,VALPROATO DE MAGNESIO 200MG/1ML SUSP. FCO C/40ML,,,0,0
2892,5,0,0,14/09/2016,TOCILIZUMAB 200MG/10ML SOL. INY. C/1 AMP.,,,0,0
2972,1,0,0,14/09/2016,NITAZOXANIDA 500MG C/6 COMP.,,,0,0
123,1,0,0,14/09/2016,FLAVOXATO 200MG C/20 GRAGEAS,,,0,0
188,2,0,0,14/09/2016,LAMIVUDINA + ZIDOVUDINA 150/300MG C/60 TAB.,,,0,0
331,1,0,0,14/09/2016,GLICEROL SUP. PED. C/10,,,0,0
380,1,0,0,14/09/2016,RIFAXIMINA 100/5ML SUSP. FCO. C/60ML,,,0,0
576,2,0,0,14/09/2016,LEVODOPA + CARBIDOPA 250MG/25MG C/100 TAB.,,,0,0
757,2,0,0,14/09/2016,VIGABATRINA 500MG C/60 COMP.,,,0,0
760,1,0,0,14/09/2016,MESALAZINA 250MG C/30 SUP.,,,0,0
1035,2,0,0,14/09/2016,APOSITO HIDROCOLOIDE EXTRA DELGADO 10X10 C/10 PARCHES,,,0,0
1050,1,0,0,14/09/2016,GATIFLOXACINA FCO. GOTERO C/5ML,,,0,0
1268,2,0,0,14/09/2016,CALCITRIOL CREMA UNGUENTO TUBO 0.3MG C/30GR,,,0,0
1374,1,0,0,14/09/2016,TIMOLOL + LATANOPROST GOTAS OFT. C/2.5ML,,,0,0
1779,2,0,0,14/09/2016,METILFENIDATO 20MG C/30 CAP.,,,0,0
2007,1,0,0,14/09/2016,ORCIPRENALINA 20MG C/30 TAB.,,,0,0
2634,3,0,0,14/09/2016,MECLIZINA + PIRIDOXINA SOL. GOTAS FCO. C/10ML,,,0,0
2651,2,0,0,14/09/2016,DIMENHIDRINATO 25GR SUP. INF. C/5 SUPOSITORIOS,,,0,0
2783,1,0,0,14/09/2016,BENZONATATO 50MG C/6 SUP.,,,0,0
2813,5,0,0,14/09/2016,DESMOPRESINA 10MCG C/25 DOSIS POR FCO SPRAY,,,0,0
3018,5,0,0,14/09/2016,FORMOTEROL + BECLOMETASONA FCO. SPRAY C/120 DOSIS,,,0,0
40,1,0,0,14/09/2016,SULFATO DE ATROPINA 1% SOL. OFT. FCO. C/15ML,,,0,0
344,1,0,0,14/09/2016,MALEATO DE ERGOMETRINA 0.2MG C/20 TAB.,,,0,0
508,1,0,0,14/09/2016,BUFLOMEDIL 150MG C/30 TAB.,,,0,0
1471,1,0,0,14/09/2016,BROMAZEPAM 6MG C/30 TAB.,,,0,0
1507,1,0,0,14/09/2016,DEXTRANOMERO FCO. C/25GR,,,0,0
2975,1,0,0,14/09/2016,POLICRESULENO + CINCOCAINA 5GR/1GR/100GR UNGUENTO TUBO C/50GR,,,0,0
180,1,0,0,14/09/2016,ESTRADIOL 2MG + ACETATO D C/28 TAB.,,,0,0
312,1,0,0,14/09/2016,MIDAZOLAM 7.5 C/30 COMP. (II),,,0,0
400,1,0,0,14/09/2016,MESILATO DE ZIPRASIDONA 60MG C/28 CAP.,,,0,0
522,1,0,0,14/09/2016,CLORPROMAZINA 25MG C/50 COMP. (III),,,0,0
731,1,0,0,14/09/2016,RIFAMPICINA + ISONIAZIDA + PIRAZINAMIDA 150MG/75MG/400MG C/24 GRAGEAS,,,0,0
753,1,0,0,14/09/2016,RIFAMICINA SOL. SPRAY C/20ML,,,0,0
1076,1,0,0,14/09/2016,TALIDOMIDA 100MG C/50 TAB.,,,0,0
1250,1,0,0,14/09/2016,SUNITINIB 50MG C/28 CAP.,,,0,0
1385,3,0,0,14/09/2016,CLORHIDRATO DE VALACICLOVIR 500MG C/42 COMP.,,,0,0
1903,1,0,0,14/09/2016,ERLOTINIB 150MG C/30 TAB.,,,0,0
2180,1,0,0,14/09/2016,SERTINDOL 4MG C/10 TAB.,,,0,0
2216,1,0,0,14/09/2016,CLOMIPRAMINA 25MG C/30 GRAGEAS,,,0,0
2387,1,0,0,14/09/2016,RITONAVIR 100MG 2 FCO. C/84 CAP. ,,,0,0
2429,2,0,0,14/09/2016,VORICONAZOL 200MG C/14 TAB.,,,0,0
2438,1,0,0,14/09/2016,ETRAVIRINA 100MG FCO. C/120 TAB.,,,0,0
2906,1,0,0,14/09/2016,MELFALAN 2MG C/25 TAB.,,,0,0
2921,2,0,0,14/09/2016,DEFERASIROX 500MG C/28 COMP.,,,0,0
2934,3,0,0,14/09/2016,PALIPERIDONA 75MG C/1 JER. PRELLENADA,,,0,0
2935,1,0,0,14/09/2016,TIROTROPINA ALFA 0.9MG/ML C/2 AMP. DE 10ML,,,0,0
2984,15,0,0,14/09/2016,DARBEPOETINA ALFA 300MCG JER. PRELLENADA,,,0,0
2986,1,0,0,14/09/2016,DARUNAVIR 400MG C/60 TAB.,,,0,0
2991,1,0,0,14/09/2016,LENALIDOMIDA 10MG CAP.,,,0,0
2993,1,0,0,14/09/2016,MARAVIROC 300MG C/60 TAB.,,,0,0
3006,1,0,0,14/09/2016,TENOFOVIR 300MG C/30 TAB.,,,0,0
3024,5,0,0,14/09/2016,TOFACITINIB 5MG C/56 TAB.,,,0,0
